"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","A","B","mk_pvalue","S","Class"
"219",46983,42695,34400,35513,41729,41005,44192,-157.999999999998,41563,1,-1,"None"
"220",42695,34400,35513,41729,41005,44192,50460,1727.53571428572,34517.5714285714,0.13312848419606,11,"None"
"221",34400,35513,41729,41005,44192,50460,43001,2077.14285714286,33162.8571428571,0.0354981313206625,15,"Positive"
"222",35513,41729,41005,44192,50460,43001,31311,-21.6785714285686,41116.8571428571,0.76389059347054,3,"None"
"223",41729,41005,44192,50460,43001,31311,23508,-2687.21428571428,50064,0.367520738242143,-7,"None"
"224",41005,44192,50460,43001,31311,23508,27469,-3611.60714285714,51724.4285714286,0.13312848419606,-11,"None"
"225",44192,50460,43001,31311,23508,27469,33911,-3439.92857142857,50024.2857142857,0.13312848419606,-11,"None"
"226",50460,43001,31311,23508,27469,33911,36173,-2317.25,44388,0.548005572361309,-5,"None"
"227",43001,31311,23508,27469,33911,36173,47724,1224.85714285714,29828.7142857143,0.367520738242143,7,"None"
"228",31311,23508,27469,33911,36173,47724,41126,3092.17857142857,22091.5714285714,0.0354981313206625,15,"Positive"
"229",23508,27469,33911,36173,47724,41126,34297,2624.78571428571,24387.7142857143,0.0715054164448745,13,"None"
"230",27469,33911,36173,47724,41126,34297,34426,949.857142857142,32647.1428571429,0.367520738242143,7,"None"
"231",33911,36173,47724,41126,34297,34426,39556,0.500000000002451,38171.2857142857,0.76389059347054,3,"None"
"232",36173,47724,41126,34297,34426,39556,38924,-527.964285714286,41001.2857142857,0.76389059347054,-3,"None"
"233",47724,41126,34297,34426,39556,38924,45225,-237.214285714286,41131.4285714286,1,-1,"None"
"234",41126,34297,34426,39556,38924,45225,49243,1810.89285714286,33156,0.13312848419606,11,"None"
"235",34297,34426,39556,38924,45225,49243,42154,2102.64285714286,32135.8571428571,0.0354981313206625,15,"Positive"
"236",34426,39556,38924,45225,49243,42154,38404,980.32142857143,37211.8571428571,0.548005572361309,5,"None"
"237",39556,38924,45225,49243,42154,38404,52039,1190.64285714286,38886.7142857143,0.548005572361309,5,"None"
"238",38924,45225,49243,42154,38404,52039,39850,198.821428571432,42896,1,1,"None"
"239",45225,49243,42154,38404,52039,39850,39072,-977.142857142853,47621,0.367520738242143,-7,"None"
"240",49243,42154,38404,52039,39850,39072,47103,-397.785714285712,45571.8571428571,0.76389059347054,-3,"None"
"241",42154,38404,52039,39850,39072,47103,48275,814.07142857143,40586.1428571428,0.548005572361309,5,"None"
"242",38404,52039,39850,39072,47103,48275,44649,659.285714285717,41561.7142857143,0.548005572361309,5,"None"
"243",52039,39850,39072,47103,48275,44649,37544,-881.571428571427,47602.2857142857,0.367520738242143,-7,"None"
"244",39850,39072,47103,48275,44649,37544,33255,-903.392857142853,45006.1428571428,0.367520738242143,-7,"None"
"245",39072,47103,48275,44649,37544,33255,43420,-906.53571428571,45528.7142857143,0.367520738242143,-7,"None"
"246",47103,48275,44649,37544,33255,43420,39431,-1575.71428571429,48256.7142857143,0.13312848419606,-11,"None"
"247",48275,44649,37544,33255,43420,39431,45654,-443.678571428569,43521.5714285714,0.76389059347054,-3,"None"
"248",44649,37544,33255,43420,39431,45654,54858,1893.67857142857,35112.5714285714,0.22955621387892,9,"None"
"249",37544,33255,43420,39431,45654,54858,48595,2806.89285714286,32023.4285714286,0.0354981313206625,15,"Positive"
"250",33255,43420,39431,45654,54858,48595,35767,1189.75,38238.1428571429,0.367520738242143,7,"None"
"251",43420,39431,45654,54858,48595,35767,39466,-580.321428571426,46205.7142857143,1,-1,"None"
"252",39431,45654,54858,48595,35767,39466,45200,-505.71428571428,46161.5714285714,1,-1,"None"
"253",45654,54858,48595,35767,39466,45200,51081,-434.428571428571,47540.7142857143,1,-1,"None"
"254",54858,48595,35767,39466,45200,51081,58593,914.642857142858,43992.8571428571,0.548005572361309,5,"None"
"255",48595,35767,39466,45200,51081,58593,56358,2877,36357.7142857143,0.0715054164448745,13,"None"
"256",35767,39466,45200,51081,58593,56358,54959,3741.17857142857,33810.1428571429,0.0354981313206625,15,"Positive"
"257",39466,45200,51081,58593,56358,54959,45902,1575.10714285715,43922.2857142857,0.367520738242143,7,"None"
"258",45200,51081,58593,56358,54959,45902,41873,-856.178571428566,53991.2857142857,0.548005572361309,-5,"None"
"259",51081,58593,56358,54959,45902,41873,52235,-1444.07142857142,57347.8571428571,0.22955621387892,-9,"None"
"260",58593,56358,54959,45902,41873,52235,59777,-634.999999999995,55353.8571428571,0.548005572361309,-5,"None"
"261",56358,54959,45902,41873,52235,59777,64860,1481.25,47784.1428571429,0.548005572361309,5,"None"
"262",54959,45902,41873,52235,59777,64860,69169,3516.07142857143,41475,0.0715054164448745,13,"None"
"263",45902,41873,52235,59777,64860,69169,56711,3558.71428571429,41554.7142857143,0.0715054164448745,13,"None"
"264",41873,52235,59777,64860,69169,56711,49351,1456.35714285714,50456.8571428571,0.548005572361309,5,"None"
"265",52235,59777,64860,69169,56711,49351,67775,629.25,57465.5714285714,0.76389059347054,3,"None"
"266",59777,64860,69169,56711,49351,67775,61966,-265.035714285714,62432.8571428572,1,-1,"None"
"267",64860,69169,56711,49351,67775,61966,63257,-291.107142857143,63034.2857142857,0.76389059347054,-3,"None"
"268",69169,56711,49351,67775,61966,63257,76342,1686.64285714286,56763.5714285714,0.548005572361309,5,"None"
"269",56711,49351,67775,61966,63257,76342,81881,4463.35714285714,47472.7142857143,0.0354981313206625,15,"Positive"
"270",49351,67775,61966,63257,76342,81881,82794,5104.17857142857,48635.5714285714,0.0162609367804503,17,"Positive"
"271",67775,61966,63257,76342,81881,82794,62113,1546.21428571429,64690.5714285714,0.367520738242143,7,"None"
"272",61966,63257,76342,81881,82794,62113,67422,733.285714285718,67891.8571428571,0.367520738242143,7,"None"
"273",63257,76342,81881,82794,62113,67422,76793,107.142857142864,72514.5714285714,0.76389059347054,3,"None"
"274",76342,81881,82794,62113,67422,76793,79416,-583.071428571423,77583.8571428571,1,1,"None"
"275",81881,82794,62113,67422,76793,79416,91095,1270.21428571429,72278.2857142857,0.548005572361309,5,"None"
"276",82794,62113,67422,76793,79416,91095,99130,4248.78571428572,62828.1428571428,0.0715054164448745,13,"None"
"277",62113,67422,76793,79416,91095,99130,89774,5739.32142857143,57863.1428571429,0.0162609367804503,17,"Positive"
"278",67422,76793,79416,91095,99130,89774,104924,5649.35714285714,64338.8571428571,0.0162609367804503,17,"Positive"
"279",76793,79416,91095,99130,89774,104924,85306,2686.92857142858,78743.4285714286,0.22955621387892,9,"None"
"280",79416,91095,99130,89774,104924,85306,127115,4904.03571428572,77063.8571428571,0.22955621387892,9,"None"
"281",91095,99130,89774,104924,85306,127115,104607,3287.07142857143,87130.4285714286,0.548005572361309,5,"None"
"282",99130,89774,104924,85306,127115,104607,129354,5090.32142857143,85383,0.22955621387892,9,"None"
"283",89774,104924,85306,127115,104607,129354,128000,6529.96428571429,83748.7142857143,0.13312848419606,11,"None"
"284",104924,85306,127115,104607,129354,128000,127311,5528.14285714286,93118.4285714286,0.22955621387892,9,"None"
"285",85306,127115,104607,129354,128000,127311,115216,4054.10714285715,100484.857142857,0.548005572361309,5,"None"
"286",127115,104607,129354,128000,127311,115216,120572,-16.214285714279,121804.142857143,0.76389059347054,-3,"None"
"287",104607,129354,128000,127311,115216,120572,140498,2761.60714285715,112604.714285714,0.76389059347054,3,"None"
"288",129354,128000,127311,115216,120572,140498,146626,2502.60714285715,119643.428571429,0.76389059347054,3,"None"
"289",128000,127311,115216,120572,140498,146626,164833,6228.96428571429,109806.428571429,0.13312848419606,11,"None"
"290",127311,115216,120572,140498,146626,164833,180389,10161.5,101560.428571429,0.0162609367804503,17,"Positive"
"291",115216,120572,140498,146626,164833,180389,167765,10772,104897.571428571,0.00686379498544904,19,"Positive"
"292",120572,140498,146626,164833,180389,167765,136221,4830.14285714287,131665.714285714,0.22955621387892,9,"None"
"293",140498,146626,164833,180389,167765,136221,162942,1766.21428571429,149974.285714286,0.76389059347054,3,"None"
"294",146626,164833,180389,167765,136221,162942,163922,140.642857142856,159822.857142857,1,-1,"None"
"295",164833,180389,167765,136221,162942,163922,173178,-454.357142857131,165996,1,-1,"None"
"296",180389,167765,136221,162942,163922,173178,191543,2571.03571428572,157710.142857143,0.548005572361309,5,"None"
"297",167765,136221,162942,163922,173178,191543,198299,7588.64285714287,140198.285714286,0.0354981313206625,15,"Positive"
"298",136221,162942,163922,173178,191543,198299,179273,8124.67857142858,139698.142857143,0.0162609367804503,17,"Positive"
"299",162942,163922,173178,191543,198299,179273,146778,261.821428571444,172657.714285714,0.548005572361309,5,"None"
"300",163922,173178,191543,198299,179273,146778,174450,-1195.92857142856,180132.714285714,1,1,"None"
"301",173178,191543,198299,179273,146778,174450,175517,-2810.35714285714,188246.857142857,0.76389059347054,-3,"None"
"302",191543,198299,179273,146778,174450,175517,183287,-2684.10714285712,189186,0.548005572361309,-5,"None"
"303",198299,179273,146778,174450,175517,183287,112323,-7898.60714285714,198726.857142857,0.367520738242143,-7,"None"
"304",179273,146778,174450,175517,183287,112323,208187,952.464285714296,164735.142857143,0.548005572361309,5,"None"
"305",146778,174450,175517,183287,112323,208187,155530,1090.57142857144,160790.857142857,0.548005572361309,5,"None"
"306",174450,175517,183287,112323,208187,155530,140235,-4204.24999999999,181035.428571429,0.76389059347054,-3,"None"
"307",175517,183287,112323,208187,155530,140235,160570,-3133.49999999999,174769.571428571,0.76389059347054,-3,"None"
"308",183287,112323,208187,155530,140235,160570,188217,1547.57142857143,157859.571428571,0.76389059347054,3,"None"
"309",112323,208187,155530,140235,160570,188217,202555,8421.28571428573,133117.285714286,0.22955621387892,9,"None"
"310",208187,155530,140235,160570,188217,202555,223610,6725.03571428573,155800.428571428,0.22955621387892,9,"None"
"311",155530,140235,160570,188217,202555,223610,232785,15732.1428571429,123286,0.00686379498544904,19,"Positive"
"312",140235,160570,188217,202555,223610,232785,215546,14491.2857142857,136823.142857143,0.0162609367804503,17,"Positive"
"313",160570,188217,202555,223610,232785,215546,181011,5221.82142857143,179726.142857143,0.367520738242143,7,"None"
"314",188217,202555,223610,232785,215546,181011,194861,-1114.99999999998,209972.142857143,1,-1,"None"
"315",202555,223610,232785,215546,181011,194861,224490,-1552.39285714285,216903.571428571,1,-1,"None"
"316",223610,232785,215546,181011,194861,224490,222535,-1446.42857142856,219334,0.76389059347054,-3,"None"
"317",232785,215546,181011,194861,224490,222535,231516,1916.07142857142,207013.428571429,0.76389059347054,3,"None"
"318",215546,181011,194861,224490,222535,231516,239976,7213.35714285715,186851.571428571,0.0354981313206625,15,"Positive"
"319",181011,194861,224490,222535,231516,239976,217385,7370.64285714286,186485.142857143,0.13312848419606,11,"None"
"320",194861,224490,222535,231516,239976,217385,187804,-640.714285714265,219501,1,-1,"None"
"321",224490,222535,231516,239976,217385,187804,193712,-6283.10714285711,241906.428571428,0.22955621387892,-9,"None"
"322",222535,231516,239976,217385,187804,193712,210104,-5895.46428571427,238300.714285714,0.22955621387892,-9,"None"
"323",231516,239976,217385,187804,193712,210104,246644,-1358.32142857141,223596.285714286,1,-1,"None"
"324",239976,217385,187804,193712,210104,246644,239678,2854.42857142858,207911.285714286,0.76389059347054,3,"None"
"325",217385,187804,193712,210104,246644,239678,251935,9297.5,183847.428571429,0.0715054164448745,13,"None"
"326",187804,193712,210104,246644,239678,251935,191894,5653.21428571428,194783,0.22955621387892,9,"None"
"327",193712,210104,246644,239678,251935,191894,187746,-1750.96428571428,224391.428571429,0.76389059347054,-3,"None"
"328",210104,246644,239678,251935,191894,187746,199099,-7092.67857142857,246527.857142857,0.367520738242143,-7,"None"
"329",246644,239678,251935,191894,187746,199099,198067,-10395.6428571429,258020.142857143,0.22955621387892,-9,"None"
"330",239678,251935,191894,187746,199099,198067,229561,-4674.35714285713,232694.571428571,0.76389059347054,-3,"None"
"331",251935,191894,187746,199099,198067,229561,194166,-3130.42857142858,220017.142857143,1,-1,"None"
"332",191894,187746,199099,198067,229561,194166,97615,-8554.82142857142,219669,1,-1,"None"
"333",187746,199099,198067,229561,194166,97615,226303,-3257.07142857142,203393.571428571,1,1,"None"
"334",199099,198067,229561,194166,97615,226303,155634,-7352.46428571428,215187.714285714,0.367520738242143,-7,"None"
"335",198067,229561,194166,97615,226303,155634,174651,-6641.60714285712,208851.714285714,0.367520738242143,-7,"None"
"336",229561,194166,97615,226303,155634,174651,200191,-2468.60714285714,192463.142857143,0.76389059347054,-3,"None"
"337",194166,97615,226303,155634,174651,200191,233634,9710.85714285716,144327.142857143,0.22955621387892,9,"None"
"338",97615,226303,155634,174651,200191,233634,235565,16895.3214285714,121503.428571429,0.0354981313206625,15,"Positive"
"339",226303,155634,174651,200191,233634,235565,153510,16.6428571428663,197003.142857143,0.76389059347054,3,"None"
"340",155634,174651,200191,233634,235565,153510,300416,15265.6428571429,146594.714285714,0.13312848419606,11,"None"
"341",174651,200191,233634,235565,153510,300416,208741,7949.85714285714,183444.571428571,0.367520738242143,7,"None"
"342",200191,233634,235565,153510,300416,208741,184299,-1164.67857142857,221281,1,-1,"None"
"343",233634,235565,153510,300416,208741,184299,235048,-1537.82142857142,227753.142857143,1,-1,"None"
"344",235565,153510,300416,208741,184299,235048,255389,3801.10714285714,209505.285714286,0.76389059347054,3,"None"
"345",153510,300416,208741,184299,235048,255389,278065,11068.5,186507.142857143,0.22955621387892,9,"None"
"346",300416,208741,184299,235048,255389,278065,293247,6722.53571428571,223853.428571429,0.367520738242143,7,"None"
"347",208741,184299,235048,255389,278065,293247,262657,15095.0357142857,184969.285714286,0.0354981313206625,15,"Positive"
"348",184299,235048,255389,278065,293247,262657,213268,6427.9642857143,220284.285714286,0.367520738242143,7,"None"
"349",235048,255389,278065,293247,262657,213268,214982,-5708.85714285713,273214.857142857,0.76389059347054,-3,"None"
"350",255389,278065,293247,262657,213268,214982,226954,-10408.9285714285,290858.857142857,0.367520738242143,-7,"None"
"351",278065,293247,262657,213268,214982,226954,230349,-11550.3214285714,291847.285714286,0.367520738242143,-7,"None"
"352",293247,262657,213268,214982,226954,230349,235614,-7993.89285714284,271557.142857143,1,-1,"None"
"353",262657,213268,214982,226954,230349,235614,242748,11.857142857165,232320,0.22955621387892,9,"None"
"354",213268,214982,226954,230349,235614,242748,201639,1046.60714285716,219464.142857143,0.22955621387892,9,"None"
"355",214982,226954,230349,235614,242748,201639,177793,-5349.92857142856,239982.428571428,1,-1,"None"
"356",226954,230349,235614,242748,201639,177793,143391,-13920.5714285714,264037.714285714,0.22955621387892,-9,"None"
"357",230349,235614,242748,201639,177793,143391,176738,-14651.2142857143,259786.571428571,0.0715054164448745,-13,"None"
"358",235614,242748,201639,177793,143391,176738,183204,-12410.6428571428,244089.285714286,0.13312848419606,-11,"None"
"359",242748,201639,177793,143391,176738,183204,193750,-6604.24999999999,214883.142857143,0.548005572361309,-5,"None"
"360",201639,177793,143391,176738,183204,193750,190677,1387.17857142857,175478.714285714,0.76389059347054,3,"None"
"361",177793,143391,176738,183204,193750,190677,170622,3216.82142857143,163729.142857143,0.548005572361309,5,"None"
"362",143391,176738,183204,193750,190677,170622,131031,-1494.24999999999,175893.142857143,1,-1,"None"
"363",176738,183204,193750,190677,170622,131031,151969,-7206.46428571427,199967.428571428,0.22955621387892,-9,"None"
"364",183204,193750,190677,170622,131031,151969,147570,-8932.49999999999,202704.714285714,0.0715054164448745,-13,"None"
"365",193750,190677,170622,131031,151969,147570,153239,-8085.71428571427,195036.857142857,0.13312848419606,-11,"None"
"366",190677,170622,131031,151969,147570,153239,169260,-2945.64285714286,170978,0.76389059347054,-3,"None"
"367",170622,131031,151969,147570,153239,169260,166494,2333.7142857143,146405.857142857,0.548005572361309,5,"None"
"368",131031,151969,147570,153239,169260,166494,142322,3021.89285714287,139610.285714286,0.367520738242143,7,"None"
"369",151969,147570,153239,169260,166494,142322,112019,-4181.82142857142,165709.142857143,0.548005572361309,-5,"None"
"370",147570,153239,169260,166494,142322,112019,135173,-5234.60714285713,167520.857142857,0.22955621387892,-9,"None"
"371",153239,169260,166494,142322,112019,135173,115333,-8441.67857142857,175743.857142857,0.0715054164448745,-13,"None"
"372",169260,166494,142322,112019,135173,115333,121611,-9014.92857142856,173518.571428571,0.0715054164448745,-13,"None"
"373",166494,142322,112019,135173,115333,121611,123924,-5922.07142857142,154670.571428571,0.367520738242143,-7,"None"
"374",142322,112019,135173,115333,121611,123924,134362,-486.857142857136,128339.428571429,1,1,"None"
"375",112019,135173,115333,121611,123924,134362,103987,-611.67857142856,123362.285714286,1,1,"None"
"376",135173,115333,121611,123924,134362,103987,89659,-5231.53571428571,138647.428571429,0.22955621387892,-9,"None"
"377",115333,121611,123924,134362,103987,89659,90343,-5671.82142857142,134004.285714286,0.367520738242143,-7,"None"
"378",121611,123924,134362,103987,89659,90343,95620,-6779.92857142856,135620.571428571,0.22955621387892,-9,"None"
"379",123924,134362,103987,89659,90343,95620,95139,-6338.67857142856,130073.857142857,0.22955621387892,-9,"None"
"380",134362,103987,89659,90343,95620,95139,105697,-3490.35714285714,116076.714285714,1,-1,"None"
"381",103987,89659,90343,95620,95139,105697,99609,847.78571428572,93759.4285714285,0.367520738242143,7,"None"
"382",89659,90343,95620,95139,105697,99609,87119,749.607142857148,91742.4285714285,0.548005572361309,5,"None"
"383",90343,95620,95139,105697,99609,87119,65020,-3160.74999999999,103864,0.548005572361309,-5,"None"
"384",95620,95139,105697,99609,87119,65020,54194,-7253.35714285714,115070.285714286,0.0715054164448745,-13,"None"
"385",95139,105697,99609,87119,65020,54194,62724,-8387.14285714286,114906,0.0354981313206625,-15,"Negative"
"386",105697,99609,87119,65020,54194,62724,70104,-7624.07142857142,108277.285714286,0.0715054164448745,-13,"None"
"387",99609,87119,65020,54194,62724,70104,69556,-4517.32142857142,90687.2857142857,0.367520738242143,-7,"None"
"388",87119,65020,54194,62724,70104,69556,79595,86.0714285714259,69414.5714285714,0.76389059347054,3,"None"
"389",65020,54194,62724,70104,69556,79595,71514,2754.14285714286,56513,0.0715054164448745,13,"None"
"390",54194,62724,70104,69556,79595,71514,57051,1272.92857142858,61299.4285714285,0.367520738242143,7,"None"
"391",62724,70104,69556,79595,71514,57051,56223,-1558.96428571428,72916.8571428571,0.548005572361309,-5,"None"
"392",70104,69556,79595,71514,57051,56223,72255,-1527.03571428571,74150.7142857143,0.76389059347054,-3,"None"
"393",69556,79595,71514,57051,56223,72255,74700,-519.249999999997,70776.1428571428,1,1,"None"
"394",79595,71514,57051,56223,72255,74700,77495,545.571428571428,67651,0.76389059347054,3,"None"
"395",71514,57051,56223,72255,74700,77495,76929,2700.35714285714,58651,0.0715054164448745,13,"None"
"396",57051,56223,72255,74700,77495,76929,64393,2452.78571428572,58624,0.22955621387892,9,"None"
"397",56223,72255,74700,77495,76929,64393,51239,-1015.96428571428,71668.7142857142,1,-1,"None"
"398",72255,74700,77495,76929,64393,51239,58912,-3573.32142857142,82282.2857142857,0.22955621387892,-9,"None"
"399",74700,77495,76929,64393,51239,58912,57041,-4136.89285714285,82363.1428571428,0.0715054164448745,-13,"None"
"400",77495,76929,64393,51239,58912,57041,67194,-2719.99999999999,75623.2857142857,0.22955621387892,-9,"None"
"401",76929,64393,51239,58912,57041,67194,67998,-549.60714285714,65585,1,1,"None"
"402",64393,51239,58912,57041,67194,67998,66403,1708.21428571429,55050,0.22955621387892,9,"None"
"403",51239,58912,57041,67194,67998,66403,58195,1671.67857142857,54310.7142857143,0.367520738242143,7,"None"
"404",58912,57041,67194,67998,66403,58195,40966,-1868.60714285714,67004.2857142857,0.548005572361309,-5,"None"
"405",57041,67194,67998,66403,58195,40966,45014,-3512.14285714285,71593,0.22955621387892,-9,"None"
"406",67194,67998,66403,58195,40966,45014,57695,-3567.92857142857,71909.5714285714,0.0715054164448745,-13,"None"
"407",67998,66403,58195,40966,45014,57695,57939,-2170.5,64997.7142857143,0.22955621387892,-9,"None"
"408",66403,58195,40966,45014,57695,57939,62404,150.714285714288,54913.7142857143,1,1,"None"
"409",58195,40966,45014,57695,57939,62404,61204,2315.28571428572,45512.7142857143,0.13312848419606,11,"None"
"410",40966,45014,57695,57939,62404,61204,53215,2637,43514.4285714286,0.13312848419606,11,"None"
"411",45014,57695,57939,62404,61204,53215,38222,-931.107142857139,57394.8571428571,1,-1,"None"
"412",57695,57939,62404,61204,53215,38222,56649,-1848.60714285714,62727,0.367520738242143,-7,"None"
"413",57939,62404,61204,53215,38222,56649,53811,-1674.14285714286,61474.2857142857,0.22955621387892,-9,"None"
"414",62404,61204,53215,38222,56649,53811,58971,-773.25,58018.1428571429,0.548005572361309,-5,"None"
"415",61204,53215,38222,56649,53811,58971,60381,879.714285714286,51117.2857142857,0.548005572361309,5,"None"
